# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_ncdm[2]        17:(.)p_ncdm[2]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       7.833728767922e+13       1.037473468456e-25       4.984030965716e-09       1.571878160773e+22       1.389086530606e+04       1.773212440408e-10       1.088172711594e+18       2.877325689609e-09       1.036222920661e+44       1.178468853932e+33       6.439001481313e+33       2.392504174605e+43       7.975013915351e+42       2.392504174605e+43       7.975013915351e+42       2.392504174605e+43       7.975013915351e+42       3.421715905403e-08       7.168267791965e+43       2.470800952315e+44       2.470800952315e+44       8.236003174130e+43      -6.610386397080e+52       4.243207563832e-06       4.095901758753e+00 
       7.779273850965e+13       1.052048933214e-25       5.018591764383e-09       1.550100794708e+22       1.389086530606e+04       1.785624927491e-10       1.080608452427e+18       2.897466969436e-09       1.007709405738e+44       1.154063477724e+33       6.305653660515e+33       2.326670171009e+43       7.755567236696e+42       2.326670171009e+43       7.755567236696e+42       2.326670171009e+43       7.755567236696e+42       3.421715905403e-08       6.971020166400e+43       2.402812473755e+44       2.402812473755e+44       8.009374912269e+43      -6.383803246667e+52       4.364442065655e-06       3.982126709898e+00 
       7.725197468684e+13       1.066829168677e-25       5.053152563050e-09       1.528625140115e+22       1.389086530606e+04       1.798124301983e-10       1.073096775002e+18       2.917749238222e-09       9.799804908440e+43       1.130163522077e+33       6.175067392322e+33       2.262647707002e+43       7.542159023339e+42       2.262647707002e+43       7.542159023339e+42       2.262647707002e+43       7.542159023339e+42       3.421715905403e-08       6.779200159741e+43       2.336694818992e+44       2.336694818992e+44       7.788982729729e+43      -6.164986650426e+52       4.485676567479e-06       3.874501663685e+00 
       7.671496989756e+13       1.081817051668e-25       5.089532351121e-09       1.507447016974e+22       1.389086530606e+04       1.810711172097e-10       1.065637313805e+18       2.938173482890e-09       9.530145863146e+43       1.106758520036e+33       6.047185486651e+33       2.200386934853e+43       7.334623116176e+42       2.200386934853e+43       7.334623116176e+42       2.200386934853e+43       7.334623116176e+42       3.421715905403e-08       6.592658421409e+43       2.272396508983e+44       2.272396508983e+44       7.574655029705e+43      -5.953670395429e+52       4.606911069303e-06       3.772541093588e+00 
       7.618169801148e+13       1.097015499427e-25       5.124093149789e-09       1.486562303177e+22       1.389086530606e+04       1.823386150302e-10       1.058229705864e+18       2.958740697270e-09       9.267906965640e+43       1.083838221411e+33       5.921951937793e+33       2.139839378481e+43       7.132797928269e+42       2.139839378481e+43       7.132797928269e+42       2.139839378481e+43       7.132797928269e+42       3.421715905403e-08       6.411249710473e+43       2.209867481226e+44       2.209867481226e+44       7.366224937185e+43      -5.749597393688e+52       4.728145571126e-06       3.675809270675e+00 
       7.565213307992e+13       1.112427470178e-25       5.160472937860e-09       1.465966933725e+22       1.389086530606e+04       1.836149853354e-10       1.050873590729e+18       2.979451882151e-09       9.012884037370e+43       1.061392588289e+33       5.799311899882e+33       2.080957895709e+43       6.936526319030e+42       2.080957895709e+43       6.936526319030e+42       2.080957895709e+43       6.936526319030e+42       3.421715905403e-08       6.234832782562e+43       2.149059050775e+44       2.149059050775e+44       7.163530169020e+43      -5.552519369377e+52       4.849380072950e-06       3.583914038909e+00 
       7.512624933457e+13       1.128055963706e-25       5.196852725931e-09       1.445656899938e+22       1.389086530606e+04       1.849002902327e-10       1.043568610456e+18       3.000308045325e-09       8.764878518120e+43       1.039411790634e+33       5.679211662878e+33       2.023696641562e+43       6.745655471873e+42       2.023696641562e+43       6.745655471873e+42       2.023696641562e+43       6.745655471873e+42       3.421715905403e-08       6.063270279898e+43       2.089923872338e+44       2.089923872338e+44       6.966412907568e+43      -5.362196556780e+52       4.970614574774e-06       3.496501501374e+00 
       7.460402118627e+13       1.143904021940e-25       5.233232514001e-09       1.425628248672e+22       1.389086530606e+04       1.861945922644e-10       1.036314409589e+18       3.021310201643e-09       8.523697311413e+43       1.017886201986e+33       5.561598629041e+33       1.968011032570e+43       6.560036775234e+42       1.968011032570e+43       6.560036775234e+42       1.968011032570e+43       6.560036775234e+42       3.421715905403e-08       5.896428624344e+43       2.032415903412e+44       2.032415903412e+44       6.774719677822e+43      -5.178397408593e+52       5.091849076597e-06       3.413251465627e+00 
       7.408542322370e+13       1.159974729545e-25       5.269612302072e-09       1.405877081554e+22       1.389086530606e+04       1.874979544102e-10       1.029110635143e+18       3.042459373054e-09       8.289152634162e+43       9.968063952409e+32       5.446421289901e+33       1.913857712057e+43       6.379525706857e+42       1.913857712057e+43       6.379525706857e+42       1.913857712057e+43       6.379525706857e+42       3.421715905403e-08       5.734177913402e+43       1.976490368438e+44       1.976490368438e+44       6.588301227912e+43      -5.000898314221e+52       5.213083578421e-06       3.333873524566e+00 
       7.357043021222e+13       1.176271214520e-25       5.305992090143e-09       1.386399554217e+22       1.389086530606e+04       1.888104400911e-10       1.021956936587e+18       3.063756588665e-09       8.061061870468e+43       9.761631385265e+32       5.333629203696e+33       1.861194516383e+43       6.203981721277e+42       1.861194516383e+43       6.203981721277e+42       1.861194516383e+43       6.203981721277e+42       3.421715905403e-08       5.576391819075e+43       1.922103723932e+44       1.922103723932e+44       6.407012412897e+43      -4.829483327733e+52       5.334318080245e-06       3.258103671735e+00 
