# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_ncdm[2]        17:(.)p_ncdm[2]          18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       4.189289108665e+10       3.629501750726e-19       9.323768608738e-06       4.493128851732e+15       1.379901140176e+04       3.293878995576e-07       5.780804817711e+14       5.383080032084e-06       8.475013576621e+30       1.819342124140e+23       1.000310948470e+24       1.950140713612e+30       6.500469045373e+29       1.950140713612e+30       6.500469045373e+29       1.950140713612e+30       6.500469045373e+29       3.449631827055e-08       5.862769978562e+30       2.018820687826e+31       2.018820687826e+31       6.729401898673e+30      -2.886988130045e+36       1.329855036402e-04       1.285709720999e-01 
       4.160167933130e+10       3.680492620324e-19       9.389033948537e-06       4.430879427568e+15       1.379901140169e+04       3.316936148532e-07       5.740620474359e+14       5.420761591604e-06       8.241808518816e+30       1.781664650657e+23       9.795951145790e+23       1.896479126673e+30       6.321597088912e+29       1.896479126673e+30       6.321597088912e+29       1.896479126673e+30       6.321597088912e+29       3.449631827055e-08       5.701445445050e+30       1.963269250165e+31       1.963269250165e+31       6.544230447962e+30      -2.788031303211e+36       1.331047732107e-04       1.284557656656e-01 
       4.131249188804e+10       3.732199860639e-19       9.454757673666e-06       4.369492429337e+15       1.379901140163e+04       3.340154701558e-07       5.700715466065e+14       5.458706922031e-06       8.015020512558e+30       1.744767454831e+23       9.593082930608e+23       1.844294133651e+30       6.147647112169e+29       1.844294133651e+30       6.147647112169e+29       1.844294133651e+30       6.147647112169e+29       3.449631827055e-08       5.544560042736e+30       1.909246409003e+31       1.909246409003e+31       6.364154318749e+30      -2.692466403585e+36       1.332240427817e-04       1.283407655139e-01 
       4.102531468521e+10       3.784633535962e-19       9.520941603114e-06       4.308955908678e+15       1.379901140156e+04       3.363535784455e-07       5.661087851076e+14       5.496917869761e-06       7.794472981271e+30       1.708634377583e+23       9.394415993293e+23       1.793545103439e+30       5.978483678129e+29       1.793545103439e+30       5.978483678129e+29       1.793545103439e+30       5.978483678129e+29       3.449631827055e-08       5.391991621036e+30       1.856710102293e+31       1.856710102293e+31       6.189033304208e+30      -2.600177166625e+36       1.333433123532e-04       1.282259710912e-01 
       4.074013374893e+10       3.837803851979e-19       9.587587555870e-06       4.249258082768e+15       1.379901140149e+04       3.387080534932e-07       5.621735701136e+14       5.535396294114e-06       7.579994207198e+30       1.673249594480e+23       9.199863327923e+23       1.744192522969e+30       5.813975076562e+29       1.744192522969e+30       5.813975076562e+29       1.744192522969e+30       5.813975076562e+29       3.449631827055e-08       5.243621390557e+30       1.805619425397e+31       1.805619425397e+31       6.018731055554e+30      -2.511051312969e+36       1.334625819253e-04       1.281113818460e-01 
       4.045693520248e+10       3.891721157754e-19       9.654700988904e-06       4.190387332030e+15       1.379901140143e+04       3.410790098663e-07       5.582657101395e+14       5.574144067428e-06       7.371417197701e+30       1.638597608804e+23       9.009339730421e+23       1.696197966445e+30       5.653993221482e+29       1.696197966445e+30       5.653993221482e+29       1.696197966445e+30       5.653993221482e+29       3.449631827055e-08       5.099333830609e+30       1.755934599244e+31       1.755934599244e+31       5.853114975881e+30      -2.424980411837e+36       1.335818514980e-04       1.279969972288e-01 
       4.017570526558e+10       3.946395947747e-19       9.722283721203e-06       4.132332197865e+15       1.379901140136e+04       3.434665629339e-07       5.543850150311e+14       5.613163075145e-06       7.168579555240e+30       1.604663244764e+23       8.822761761229e+23       1.649524065425e+30       5.498413551417e+29       1.649524065425e+30       5.498413551417e+29       1.649524065425e+30       5.498413551417e+29       3.449631827055e-08       4.959016599257e+30       1.707616939352e+31       1.707616939352e+31       5.692056116924e+30      -2.341859749115e+36       1.337011210713e-04       1.278828166920e-01 
       3.989643025377e+10       4.001838863853e-19       9.790339390747e-06       4.075081380429e+15       1.379901140129e+04       3.458708288730e-07       5.505312959563e+14       5.652455215905e-06       6.971323350934e+30       1.571431640850e+23       8.640047708775e+23       1.604134479727e+30       5.347114932422e+29       1.604134479727e+30       5.347114932422e+29       1.604134479727e+30       5.347114932422e+29       3.449631827055e-08       4.822560445855e+30       1.660628825712e+31       1.660628825712e+31       5.535429078657e+30      -2.261588199954e+36       1.338203906451e-04       1.277688396900e-01 
       3.961909657769e+10       4.058060697475e-19       9.858871635515e-06       4.018623736427e+15       1.379901140122e+04       3.482919246737e-07       5.467043653954e+14       5.692022401640e-06       6.779495001593e+30       1.538888243326e+23       8.461117553685e+23       1.559993869132e+30       5.199979563772e+29       1.559993869132e+30       5.199979563772e+29       1.559993869132e+30       5.199979563772e+29       3.449631827055e-08       4.689859125983e+30       1.614933673497e+31       1.614933673497e+31       5.383111911657e+30      -2.184068105749e+36       1.339396602195e-04       1.276550656790e-01 
       3.934369074245e+10       4.115072391625e-19       9.927884093486e-06       3.962948276949e+15       1.379901140115e+04       3.507299681449e-07       5.429040371323e+14       5.731866557664e-06       6.592945150144e+30       1.507018799855e+23       8.285892933735e+23       1.517067865870e+30       5.056892886235e+29       1.517067865870e+30       5.056892886235e+29       1.517067865870e+30       5.056892886235e+29       3.449631827055e-08       4.560809318724e+30       1.570495904577e+31       1.570495904577e+31       5.234986022160e+30      -2.109205155322e+36       1.340589297944e-04       1.275414941174e-01 
       3.907019934699e+10       4.172885043055e-19       9.997378583648e-06       3.908044165329e+15       1.379901140108e+04       3.531850779204e-07       5.391301262455e+14       5.771989622769e-06       6.411528549338e+30       1.475809353256e+23       8.114297109536e+23       1.475323047864e+30       4.917743492880e+29       1.475323047864e+30       4.917743492880e+29       1.475323047864e+30       4.917743492880e+29       3.449631827055e-08       4.435310546221e+30       1.527280919816e+31       1.527280919816e+31       5.090936079717e+30      -2.036908270183e+36       1.341781993700e-04       1.274281244653e-01 
       3.879860908337e+10       4.231509904411e-19       1.006736056297e-05       3.853900715036e+15       1.379901140101e+04       3.556573734643e-07       5.353824490986e+14       5.812393549318e-06       6.235103948662e+30       1.445246235393e+23       7.946254930928e+23       1.434726912701e+30       4.782423042338e+29       1.434726912701e+30       4.782423042338e+29       1.434726912701e+30       4.782423042338e+29       3.449631827055e-08       4.313265095441e+30       1.485255072136e+31       1.485255072136e+31       4.950849927402e+30      -1.967089493725e+36       1.342974689461e-04       1.273149561847e-01 
       3.852890673618e+10       4.290958386431e-19       1.013783185044e-05       3.800507387595e+15       1.379901140094e+04       3.581469750770e-07       5.316608233321e+14       5.853080303342e-06       6.063533984362e+30       1.415316061190e+23       7.781692804062e+23       1.395247852333e+30       4.650826174444e+29       1.395247852333e+30       4.650826174444e+29       1.395247852333e+30       4.650826174444e+29       3.449631827055e-08       4.194577942102e+30       1.444385640316e+31       1.444385640316e+31       4.814618494488e+30      -1.899663884218e+36       1.344167385229e-04       1.272019887397e-01 
       3.826107918187e+10       4.351242060163e-19       1.020879790303e-05       3.747853790533e+15       1.379901140087e+04       3.606540039010e-07       5.279650678540e+14       5.894051864633e-06       5.896685072492e+30       1.386005722768e+23       7.620538659173e+23       1.356855128461e+30       4.522850428203e+29       1.356855128461e+30       4.522850428203e+29       1.356855128461e+30       4.522850428203e+29       3.449631827055e-08       4.079156676681e+30       1.404640803521e+31       1.404640803521e+31       4.682135711519e+30      -1.834549411462e+36       1.345360081002e-04       1.270892215961e-01 
       3.799511338811e+10       4.412372659213e-19       1.028025872074e-05       3.695929675359e+15       1.379901140080e+04       3.631785819267e-07       5.242950028311e+14       5.935310226841e-06       5.734427304906e+30       1.357302383701e+23       7.462721919020e+23       1.319518848606e+30       4.398396162021e+29       1.319518848606e+30       4.398396162021e+29       1.319518848606e+30       4.398396162021e+29       3.449631827055e-08       3.966911432471e+30       1.365989616520e+31       1.365989616520e+31       4.553298427732e+30      -1.771666856996e+36       1.346552776781e-04       1.269766542219e-01 
       3.773099641318e+10       4.474362082035e-19       1.035222157952e-05       3.644724935569e+15       1.379901140073e+04       3.657208319985e-07       5.206504496802e+14       5.976857397572e-06       5.576634348111e+30       1.329193473403e+23       7.308173467972e+23       1.283209942835e+30       4.277366476115e+29       1.283209942835e+30       4.277366476115e+29       1.283209942835e+30       4.277366476115e+29       3.449631827055e-08       3.857754815604e+30       1.328401985596e+31       1.328401985596e+31       4.428006330740e+30      -1.710939717716e+36       1.347745472567e-04       1.268642860866e-01 
       3.746871540531e+10       4.537222394244e-19       1.042468647938e-05       3.594229604676e+15       1.379901140066e+04       3.682808778209e-07       5.170312310596e+14       6.018695398487e-06       5.423183344904e+30       1.301666681612e+23       7.156825621740e+23       1.247900141122e+30       4.159667137075e+29       1.247900141122e+30       4.159667137075e+29       1.247900141122e+30       4.159667137075e+29       3.449631827055e-08       3.751601837010e+30       1.291848645113e+31       1.291848645113e+31       4.306161868427e+30      -1.652294112802e+36       1.348938168358e-04       1.267521166617e-01 
       3.720825760206e+10       4.600965830965e-19       1.049765887728e-05       3.544433854275e+15       1.379901140058e+04       3.708588439640e-07       5.134371708604e+14       6.060826265396e-06       5.273954818717e+30       1.274709953007e+23       7.008612097739e+23       1.213561951346e+30       4.045206504487e+29       1.213561951346e+30       4.045206504487e+29       1.213561951346e+30       4.045206504487e+29       3.449631827055e-08       3.648369846245e+30       1.256301134733e+31       1.256301134733e+31       4.187670173000e+30      -1.595658693838e+36       1.350130864156e-04       1.266401454208e-01 
       3.694961032971e+10       4.665604799214e-19       1.057114241121e-05       3.495327992126e+15       1.379901140051e+04       3.734548558700e-07       5.098680941979e+14       6.103252048361e-06       5.128832580592e+30       1.248311481925e+23       6.863467986051e+23       1.180168637877e+30       3.933895459591e+29       1.180168637877e+30       3.933895459591e+29       1.180168637877e+30       3.933895459591e+29       3.449631827055e-08       3.547978467139e+30       1.221731777254e+31       1.221731777254e+31       4.072438987121e+30      -1.540964558003e+36       1.351323559960e-04       1.265283718390e-01 
       3.669276100266e+10       4.731151880313e-19       1.064514071913e-05       3.446902460269e+15       1.379901140044e+04       3.760690398594e-07       5.063238274029e+14       6.145974811794e-06       4.987703638717e+30       1.222459707190e+23       6.721329721008e+23       1.147694200765e+30       3.825647335883e+29       1.147694200765e+30       3.825647335883e+29       1.147694200765e+30       3.825647335883e+29       3.449631827055e-08       3.450349535215e+30       1.188113657061e+31       1.188113657061e+31       3.960378592076e+30      -1.488145164247e+36       1.352516255770e-04       1.264167953936e-01 
       3.643769712276e+10       4.797619832339e-19       1.071965743904e-05       3.399147833162e+15       1.379901140036e+04       3.787015231367e-07       5.028041980137e+14       6.188996634558e-06       4.850458110449e+30       1.197143307053e+23       6.582135053346e+23       1.116113355494e+30       3.720377851645e+29       1.116113355494e+30       3.720377851645e+29       1.116113355494e+30       3.720377851645e+29       3.449631827055e-08       3.355407036829e+30       1.155420599169e+31       1.155420599169e+31       3.851401737920e+30      -1.437136252340e+36       1.353708951587e-04       1.263054155635e-01 
       3.618440627877e+10       4.865021592607e-19       1.079469438992e-05       3.352054815849e+15       1.379901140029e+04       3.813524337969e-07       4.993090347672e+14       6.232319610069e-06       4.716989136763e+30       1.172351194229e+23       6.445823022947e+23       1.085401513296e+30       3.618005044319e+29       1.085401513296e+30       3.618005044319e+29       1.085401513296e+30       3.618005044319e+29       3.449631827055e-08       3.263077049989e+30       1.123627148846e+31       1.123627148846e+31       3.745423575547e+30      -1.387875764685e+36       1.354901647410e-04       1.261942318294e-01 
       3.593287614572e+10       4.933370280189e-19       1.087025702873e-05       3.305614242151e+15       1.379901140021e+04       3.840219008317e-07       4.958381675909e+14       6.275945846395e-06       4.587192799049e+30       1.148072511046e+23       6.312333932137e+23       1.055534762008e+30       3.518449206693e+29       1.055534762008e+30       3.518449206693e+29       1.055534762008e+30       3.518449206693e+29       3.449631827055e-08       3.173287686798e+30       1.092708551791e+31       1.092708551791e+31       3.642361590624e+30      -1.340303770827e+36       1.356094343239e-04       1.260832436741e-01 
       3.568309448429e+10       5.002679198467e-19       1.094634899346e-05       3.259817072879e+15       1.379901140013e+04       3.867100541357e-07       4.923914275946e+14       6.319877466363e-06       4.460968038202e+30       1.124296624687e+23       6.181609319549e+23       1.026489847452e+30       3.421632824840e+29       1.026489847452e+30       3.421632824840e+29       1.026489847452e+30       3.421632824840e+29       3.449631827055e-08       3.085969037482e+30       1.062640734863e+31       1.062640734863e+31       3.542135539347e+30      -1.294362394536e+36       1.357287039075e-04       1.259724505820e-01 
       3.543504914027e+10       5.072961837721e-19       1.102297392208e-05       3.214654394075e+15       1.379901140006e+04       3.894170245128e-07       4.889686470620e+14       6.364116607656e-06       4.338216575938e+30       1.101013122535e+23       6.053591934512e+23       9.982441553299e+29       3.327480517766e+29       9.982441553299e+29       3.327480517766e+29       9.982441553299e+29       3.327480517766e+29       3.449631827055e-08       3.001053115958e+30       1.033400287335e+31       1.033400287335e+31       3.444667385962e+30      -1.249995743397e+36       1.358479734917e-04       1.258618520393e-01 
       3.518872804393e+10       5.144231877757e-19       1.110013363359e-05       3.170117415281e+15       1.379901139998e+04       3.921429436825e-07       4.855696594427e+14       6.408665422925e-06       4.218842838276e+30       1.078211807610e+23       5.928225711984e+23       9.707756936162e+29       3.235918978721e+29       9.707756936162e+29       3.235918978721e+29       9.707756936162e+29       3.235918978721e+29       3.449631827055e-08       2.918473806903e+30       1.004964442667e+31       1.004964442667e+31       3.349881242009e+30      -1.207149840808e+36       1.359672430766e-04       1.257514475341e-01 
       3.494411920942e+10       5.216503190568e-19       1.117783540394e-05       3.126197467824e+15       1.379901139990e+04       3.948879442864e-07       4.821942993442e+14       6.453526079887e-06       4.102753881120e+30       1.055882694107e+23       5.805455747995e+23       9.440630754354e+29       3.146876918118e+29       9.440630754354e+29       3.146876918118e+29       9.440630754354e+29       3.146876918118e+29       3.449631827055e-08       2.838166814270e+30       9.773110607830e+30       9.773110607830e+30       3.257703307232e+30      -1.165772560317e+36       1.360865126622e-04       1.256412365563e-01 
       3.470121073425e+10       5.289789843034e-19       1.125607923314e-05       3.082886003129e+15       1.379901139982e+04       3.976521598945e-07       4.788424025234e+14       6.498700761434e-06       3.989859317899e+30       1.034016003021e+23       5.685228275603e+23       9.180855024093e+29       3.060285008031e+29       9.180855024093e+29       3.060285008031e+29       9.180855024093e+29       3.060285008031e+29       3.449631827055e-08       2.760069611238e+30       9.504186108289e+30       9.504186108289e+30       3.168061812121e+30      -1.125813562201e+36       1.362057822484e-04       1.255312185975e-01 
       3.445999079862e+10       5.364106099664e-19       1.133487239713e-05       3.040174591057e+15       1.379901139975e+04       4.004357250118e-07       4.755138058791e+14       6.544191665738e-06       3.880071249187e+30       1.012602157863e+23       5.567490641346e+23       8.928227484646e+29       2.976075828215e+29       8.928227484646e+29       2.976075828215e+29       8.928227484646e+29       2.976075828215e+29       3.449631827055e-08       2.684121391518e+30       9.242661544107e+30       9.242661544107e+30       3.080886962033e+30      -1.087224232224e+36       1.363250518353e-04       1.254213931512e-01 
       3.422044766493e+10       5.439466425364e-19       1.141421671491e-05       2.998054918262e+15       1.379901139967e+04       4.032387750849e-07       4.722083474438e+14       6.590001006357e-06       3.773304194268e+30       9.916317804695e+22       5.452191282186e+23       8.682551440841e+29       2.894183813614e+29       8.682551440841e+29       2.894183813614e+29       8.682551440841e+29       2.894183813614e+29       3.449631827055e-08       2.610263022015e+30       8.988333292917e+30       8.988333292917e+30       2.996110882845e+30      -1.049957622491e+36       1.364443214229e-04       1.253117597126e-01 
       3.398256967715e+10       5.515885488261e-19       1.149411582446e-05       2.956518786577e+15       1.379901139959e+04       4.060614465085e-07       4.689258663761e+14       6.636131012345e-06       3.669475024579e+30       9.710956868904e+22       5.339279702921e+23       8.443635609922e+29       2.814545203307e+29       8.443635609922e+29       2.814545203307e+29       8.443635609922e+29       2.814545203307e+29       3.449631827055e-08       2.538436996789e+30       8.741003335382e+30       8.741003335382e+30       2.913667568115e+30      -1.013968394334e+36       1.365635910112e-04       1.252023177785e-01 
       3.374634526029e+10       5.593378162553e-19       1.157457518275e-05       2.915558111411e+15       1.379901139951e+04       4.089038766321e-07       4.656662029522e+14       6.682583928361e-06       3.568502898988e+30       9.509848833714e+22       5.228706454076e+23       8.211293972621e+29       2.737097990874e+29       8.211293972621e+29       2.737097990874e+29       8.211293972621e+29       2.737097990874e+29       3.449631827055e-08       2.468587392274e+30       8.500479101017e+30       8.500479101017e+30       2.833492827683e+30      -9.792127631494e+35       1.366828606001e-04       1.250930668478e-01 
       3.351176291982e+10       5.671959531406e-19       1.165559660876e-05       2.875164920184e+15       1.379901139943e+04       4.117662037664e-07       4.624291985592e+14       6.729362014774e-06       3.470309200850e+30       9.312905624129e+22       5.120423110245e+23       7.985345628317e+29       2.661781876106e+29       7.985345628317e+29       2.661781876106e+29       7.985345628317e+29       2.661781876106e+29       3.449631827055e-08       2.400659823743e+30       8.266573318259e+30       8.266573318259e+30       2.755524237696e+30      -9.456484451339e+35       1.368021301898e-04       1.249840064209e-01 
       3.327881124109e+10       5.751644889891e-19       1.173718555947e-05       2.835331350769e+15       1.379901139934e+04       4.146485671907e-07       4.592146956862e+14       6.776467547777e-06       3.374817476797e+30       9.120040989132e+22       5.014382248881e+23       7.765614654194e+29       2.588538218065e+29       7.765614654194e+29       2.588538218065e+29       7.765614654194e+29       2.588538218065e+29       3.449631827055e-08       2.334601402960e+30       8.039103868654e+30       8.039103868654e+30       2.679701092005e+30      -9.132346058374e+35       1.369213997801e-04       1.248751360000e-01 
       3.304747888883e+10       5.832449747956e-19       1.181934567285e-05       2.796049649963e+15       1.379901139926e+04       4.175511071589e-07       4.560225379177e+14       6.823902819495e-06       3.281953377210e+30       8.931170463916e+22       4.910537429531e+23       7.551929968264e+29       2.517309989421e+29       7.551929968264e+29       2.517309989421e+29       7.551929968264e+29       2.517309989421e+29       3.449631827055e-08       2.270360697005e+30       7.817893645059e+30       7.817893645059e+30       2.605964354898e+30      -8.819318104862e+35       1.370406693712e-04       1.247664550890e-01 
       3.281775460655e+10       5.914389833451e-19       1.190208240587e-05       2.757312171981e+15       1.379901139918e+04       4.204739649069e-07       4.528525699250e+14       6.871670138100e-06       3.191644598333e+30       8.746211332885e+22       4.808843173494e+23       7.344125196164e+29       2.448041732055e+29       7.344125196164e+29       2.448041732055e+29       7.344125196164e+29       2.448041732055e+29       3.449631827055e-08       2.207887688223e+30       7.602770413752e+30       7.602770413752e+30       2.534256615135e+30      -8.517019760062e+35       1.371599389629e-04       1.246579631937e-01 
       3.258962721600e+10       5.997481095186e-19       1.198539575853e-05       2.719111376962e+15       1.379901139910e+04       4.234172826591e-07       4.497046374597e+14       6.919771827919e-06       3.103820825977e+30       8.565082593434e+22       4.709254943908e+23       7.142038541615e+29       2.380679513872e+29       7.142038541615e+29       2.380679513872e+29       7.142038541615e+29       2.380679513872e+29       3.449631827055e-08       2.147133735286e+30       7.393566680324e+30       7.393566680324e+30       2.464522041249e+30      -8.225083246903e+35       1.372792085554e-04       1.245496598214e-01 
       3.236308561665e+10       6.081739706035e-19       1.206929482578e-05       2.681439829509e+15       1.379901139901e+04       4.263812036355e-07       4.465785873451e+14       6.968210229550e-06       3.018413680771e+30       8.387704920475e+22       4.611729126239e+23       6.945512660455e+29       2.315170886818e+29       6.945512660455e+29       2.315170886818e+29       6.945512660455e+29       2.315170886818e+29       3.449631827055e-08       2.088051535318e+30       7.190119559275e+30       7.190119559275e+30       2.396706338075e+30      -7.943153394553e+35       1.373984781486e-04       1.244415444812e-01 
       3.213811878512e+10       6.167182066086e-19       1.215377960762e-05       2.644290197234e+15       1.379901139893e+04       4.293658720587e-07       4.434742674697e+14       7.016987699977e-06       2.935356664925e+30       8.214000631691e+22       4.516223009187e+23       6.754394538121e+29       2.251464846040e+29       6.754394538121e+29       2.251464846040e+29       6.754394538121e+29       2.251464846040e+29       3.449631827055e-08       2.030595087065e+30       6.992270647189e+30       6.992270647189e+30       2.330756704476e+30      -7.670887206310e+35       1.375177477426e-04       1.243336166838e-01 
       3.191471577466e+10       6.253824805830e-19       1.223885556101e-05       2.607655249338e+15       1.379901139884e+04       4.323714331609e-07       4.403915267791e+14       7.066106612679e-06       2.854585110455e+30       8.043893653521e+22       4.422694765974e+23       6.568535370521e+29       2.189511790174e+29       6.568535370521e+29       2.189511790174e+29       6.568535370521e+29       2.189511790174e+29       3.449631827055e-08       1.974719655080e+30       6.799865899399e+30       6.799865899399e+30       2.266621792230e+30      -7.407953442319e+35       1.376370173372e-04       1.242258759419e-01 
       3.169286571462e+10       6.341684789402e-19       1.232452814293e-05       2.571527855197e+15       1.379901139876e+04       4.353980331907e-07       4.373302152691e+14       7.115569357754e-06       2.776036128828e+30       7.877309487842e+22       4.331103436031e+23       6.387790448170e+29       2.129263482723e+29       6.387790448170e+29       2.129263482723e+29       6.387790448170e+29       2.129263482723e+29       3.449631827055e-08       1.920381734891e+30       6.612755510053e+30       6.612755510053e+30       2.204251666057e+30      -7.154032216576e+35       1.377562869326e-04       1.241183217696e-01 
       3.147255780991e+10       6.430779117859e-19       1.241079917236e-05       2.535900982979e+15       1.379901139867e+04       4.384458194207e-07       4.342901839781e+14       7.165378342028e-06       2.699648562005e+30       7.714175179341e+22       4.241408907058e+23       6.212019043523e+29       2.070673014508e+29       6.212019043523e+29       2.070673014508e+29       6.212019043523e+29       2.070673014508e+29       3.449631827055e-08       1.867539019129e+30       6.430793795473e+30       6.430793795473e+30       2.143597764730e+30      -6.908814607761e+35       1.378755565288e-04       1.240109536828e-01 
       3.125378134049e+10       6.521125132512e-19       1.249767410627e-05       2.500767698273e+15       1.379901139858e+04       4.415149401543e-07       4.312712849801e+14       7.215535989174e-06       2.625362934815e+30       7.554419283563e+22       4.153571897456e+23       6.041084301404e+29       2.013694767135e+29       6.041084301404e+29       2.013694767135e+29       6.041084301404e+29       2.013694767135e+29       3.449631827055e-08       1.816150364587e+30       6.253839080725e+30       6.253839080725e+30       2.084612863275e+30      -6.672002283398e+35       1.379948261257e-04       1.239037711989e-01 
       3.103652566083e+10       6.612740418300e-19       1.258515840163e-05       2.466121162740e+15       1.379901139850e+04       4.446055447330e-07       4.282733713773e+14       7.266044739833e-06       2.553121408656e+30       7.397971835629e+22       4.067553939122e+23       5.874853132447e+29       1.958284377482e+29       5.874853132447e+29       1.958284377482e+29       5.874853132447e+29       1.958284377482e+29       3.449631827055e-08       1.766175760188e+30       6.081753589313e+30       6.081753589313e+30       2.027251036193e+30      -6.443307136907e+35       1.381140957234e-04       1.237967738372e-01 
       3.082078019940e+10       6.705642807213e-19       1.267325569643e-05       2.431954632781e+15       1.379901139841e+04       4.477177835437e-07       4.252962972931e+14       7.316907051728e-06       2.482867736455e+30       7.244764319587e+22       3.983317360608e+23       5.713196109480e+29       1.904398703160e+29       5.713196109480e+29       1.904398703160e+29       5.713196109480e+29       1.904398703160e+29       3.449631827055e-08       1.717576295828e+30       5.914403335907e+30       5.914403335907e+30       1.971467621709e+30      -6.222450937089e+35       1.382333653218e-04       1.236899611186e-01 
       3.060653445815e+10       6.799850381761e-19       1.276196780964e-05       2.398261458228e+15       1.379901139832e+04       4.508518080260e-07       4.223399178649e+14       7.368125399789e-06       2.414547218878e+30       7.094729638411e+22       3.900825270615e+23       5.555987366749e+29       1.851995788916e+29       5.555987366749e+29       1.851995788916e+29       5.555987366749e+29       1.851995788916e+29       3.449631827055e-08       1.670314132087e+30       5.751658022020e+30       5.751658022020e+30       1.917219186997e+30      -6.009164989633e+35       1.383526349210e-04       1.235833325656e-01 
       3.039377801203e+10       6.895381478498e-19       1.285130201722e-05       2.365035081042e+15       1.379901139823e+04       4.540077706797e-07       4.194040892371e+14       7.419702276268e-06       2.348106661742e+30       6.947802084610e+22       3.820041541844e+23       5.403104501918e+29       1.801034833973e+29       5.403104501918e+29       1.801034833973e+29       5.403104501918e+29       1.801034833973e+29       3.449631827055e-08       1.624352470761e+30       5.593390934560e+30       5.593390934560e+30       1.864463494359e+30      -5.803189810219e+35       1.384719045210e-04       1.234768877023e-01 
       3.018250050843e+10       6.992254691587e-19       1.294126013818e-05       2.332269034046e+15       1.379901139814e+04       4.571858250719e-07       4.164886685540e+14       7.471640190863e-06       2.283494334592e+30       6.803917311461e+22       3.740930795168e+23       5.254428480770e+29       1.751476160257e+29       5.254428480770e+29       1.751476160257e+29       5.254428480770e+29       1.751476160257e+29       3.449631827055e-08       1.579655526216e+30       5.439478847172e+30       5.439478847172e+30       1.813159468346e+30      -5.604274808829e+35       1.385911741217e-04       1.233706260546e-01 
       2.997269166673e+10       7.090488876418e-19       1.303184944845e-05       2.299956939660e+15       1.379901139805e+04       4.603861258449e-07       4.135935139532e+14       7.523941670842e-06       2.220659930434e+30       6.663012304818e+22       3.663458384142e+23       5.109843544526e+29       1.703281181509e+29       5.109843544526e+29       1.703281181509e+29       5.109843544526e+29       1.703281181509e+29       3.449631827055e-08       1.536188497522e+30       5.289801924290e+30       5.289801924290e+30       1.763267163771e+30      -5.412177984878e+35       1.387104437233e-04       1.232645471499e-01 
       2.976434127775e+10       7.190103153284e-19       1.312307176704e-05       2.268092508660e+15       1.379901139796e+04       4.636088287232e-07       4.107184845582e+14       7.576609261162e-06       2.159554526557e+30       6.525025355521e+22       3.587590379825e+23       4.969237119716e+29       1.656412373239e+29       4.969237119716e+29       1.656412373239e+29       4.969237119716e+29       1.656412373239e+29       3.449631827055e-08       1.493917541359e+30       5.144243627840e+30       5.144243627840e+30       1.714747734610e+30      -5.226665632796e+35       1.388297133256e-04       1.231586505172e-01 
       2.955743920329e+10       7.291116911097e-19       1.321493436990e-05       2.236669538957e+15       1.379901139787e+04       4.668540905216e-07       4.078634404717e+14       7.629645524595e-06       2.100130546446e+30       6.389896032370e+22       3.513293555927e+23       4.832499730528e+29       1.610833243509e+29       4.832499730528e+29       1.610833243509e+29       4.832499730528e+29       1.610833243509e+29       3.449631827055e-08       1.452809745666e+30       5.002690626498e+30       5.002690626498e+30       1.667563403757e+30      -5.047512057703e+35       1.389489829288e-04       1.230529356873e-01 
       2.935197537562e+10       7.393549811164e-19       1.330743907602e-05       2.205681914387e+15       1.379901139777e+04       4.701220691526e-07       4.050282427692e+14       7.683053041852e-06       2.042341722738e+30       6.257565155659e+22       3.440535374254e+23       4.699524913572e+29       1.566508304524e+29       4.699524913572e+29       1.566508304524e+29       4.699524913572e+29       1.566508304524e+29       3.449631827055e-08       1.412833104016e+30       4.865032707454e+30       4.865032707454e+30       1.621677433608e+30      -4.874499300825e+35       1.390682525327e-04       1.229474021924e-01 
       2.914793979701e+10       7.497421791014e-19       1.340058952337e-05       2.175123603522e+15       1.379901139768e+04       4.734129236339e-07       4.022127534916e+14       7.736834411710e-06       1.986143061199e+30       6.127974771257e+22       3.369283970456e+23       4.570209134988e+29       1.523403044996e+29       4.570209134988e+29       1.523403044996e+29       4.570209134988e+29       1.523403044996e+29       3.449631827055e-08       1.373956490695e+30       4.731162690598e+30       4.731162690598e+30       1.577054097463e+30      -4.707416874325e+35       1.391875221375e-04       1.228420495663e-01 
